IF set: {'37'}  THEN set: {'1'}  CONFIDENCE: 0.9362745098039216
IF set: {'5', '38', '60', '92', '36', '48', '93', '86'}  THEN set: {'39'}  CONFIDENCE: 1.0
IF set: {'5', '38', '60', '39', '36', '48', '93', '86'}  THEN set: {'92'}  CONFIDENCE: 0.9398907103825137
IF set: {'5', '38', '92', '39', '36', '48', '93', '86'}  THEN set: {'60'}  CONFIDENCE: 0.9297297297297298
IF set: {'5', '38', '60', '92', '39', '36', '48', '86'}  THEN set: {'93'}  CONFIDENCE: 0.9148936170212766
IF set: {'5', '60', '92', '39', '36', '48', '93', '86'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'5', '38', '60', '92', '39', '48', '93', '86'}  THEN set: {'36'}  CONFIDENCE: 0.9772727272727273
IF set: {'48', '5', '60', '39', '86', '14'}  THEN set: {'92', '36', '93'}  CONFIDENCE: 0.8075117370892019
IF set: {'48', '5', '92', '39', '86', '14'}  THEN set: {'60', '36', '93'}  CONFIDENCE: 0.7413793103448276
IF set: {'48', '5', '60', '39', '86', '36', '14'}  THEN set: {'92', '93'}  CONFIDENCE: 0.8472906403940886
IF set: {'48', '5', '92', '39', '86', '36', '14'}  THEN set: {'60', '93'}  CONFIDENCE: 0.7782805429864253
IF set: {'48', '5', '93', '60', '39', '86', '14'}  THEN set: {'92', '36'}  CONFIDENCE: 0.900523560209424
IF set: {'48', '5', '93', '92', '39', '86', '14'}  THEN set: {'60', '36'}  CONFIDENCE: 0.8431372549019608
IF set: {'48', '5', '60', '39', '86', '14', '92'}  THEN set: {'36', '93'}  CONFIDENCE: 0.8686868686868687
IF set: {'5', '60', '92', '36', '48', '93', '86', '14'}  THEN set: {'39'}  CONFIDENCE: 1.0
IF set: {'5', '60', '39', '36', '48', '93', '86', '14'}  THEN set: {'92'}  CONFIDENCE: 0.9398907103825137
IF set: {'5', '92', '39', '36', '48', '93', '86', '14'}  THEN set: {'60'}  CONFIDENCE: 0.8775510204081632
IF set: {'5', '60', '92', '39', '36', '48', '86', '14'}  THEN set: {'93'}  CONFIDENCE: 0.9148936170212766
IF set: {'5', '60', '92', '39', '48', '93', '86', '14'}  THEN set: {'36'}  CONFIDENCE: 0.9772727272727273
IF set: {'48', '5', '38', '39', '86', '14'}  THEN set: {'92', '36', '93'}  CONFIDENCE: 0.7905982905982906
IF set: {'48', '5', '38', '39', '86', '36', '14'}  THEN set: {'92', '93'}  CONFIDENCE: 0.8295964125560538
IF set: {'48', '5', '38', '93', '39', '86', '14'}  THEN set: {'92', '36'}  CONFIDENCE: 0.8894230769230769
IF set: {'48', '5', '38', '92', '39', '86', '14'}  THEN set: {'36', '93'}  CONFIDENCE: 0.8447488584474886
IF set: {'5', '38', '92', '36', '48', '93', '86', '14'}  THEN set: {'39'}  CONFIDENCE: 1.0
IF set: {'5', '38', '39', '36', '48', '93', '86', '14'}  THEN set: {'92'}  CONFIDENCE: 0.925
IF set: {'5', '38', '92', '39', '36', '48', '86', '14'}  THEN set: {'93'}  CONFIDENCE: 0.8894230769230769
IF set: {'5', '38', '92', '39', '48', '93', '86', '14'}  THEN set: {'36'}  CONFIDENCE: 0.9585492227979274
IF set: {'48', '5', '38', '60', '39', '86', '14'}  THEN set: {'36', '93'}  CONFIDENCE: 0.8591549295774648
IF set: {'5', '38', '60', '36', '48', '93', '86', '14'}  THEN set: {'39'}  CONFIDENCE: 1.0
IF set: {'5', '38', '60', '39', '36', '48', '86', '14'}  THEN set: {'93'}  CONFIDENCE: 0.9014778325123153
IF set: {'5', '38', '60', '39', '48', '93', '86', '14'}  THEN set: {'36'}  CONFIDENCE: 0.9581151832460733
IF set: {'5', '38', '60', '92', '48', '93', '86', '14'}  THEN set: {'39'}  CONFIDENCE: 1.0
IF set: {'5', '38', '60', '92', '39', '48', '86', '14'}  THEN set: {'93'}  CONFIDENCE: 0.8888888888888888
IF set: {'23', '56', '93'}  THEN set: {'86'}  CONFIDENCE: 0.794392523364486
IF set: {'38', '60', '23', '36', '92'}  THEN set: {'86', '93'}  CONFIDENCE: 0.6834532374100719
IF set: {'38', '93', '60', '23', '36', '92'}  THEN set: {'86'}  CONFIDENCE: 0.9644670050761421
IF set: {'38', '60', '86', '23', '36', '92'}  THEN set: {'93'}  CONFIDENCE: 0.7142857142857143
IF set: {'60', '23', '36', '14', '92'}  THEN set: {'86', '93'}  CONFIDENCE: 0.6834532374100719
IF set: {'93', '60', '23', '36', '14', '92'}  THEN set: {'86'}  CONFIDENCE: 0.9644670050761421
IF set: {'60', '86', '23', '36', '14', '92'}  THEN set: {'93'}  CONFIDENCE: 0.7142857142857143
IF set: {'38', '60', '23', '36', '14', '92'}  THEN set: {'86', '93'}  CONFIDENCE: 0.6834532374100719
IF set: {'38', '93', '60', '23', '36', '14', '92'}  THEN set: {'86'}  CONFIDENCE: 0.9644670050761421
IF set: {'38', '93', '60', '86', '23', '36', '92'}  THEN set: {'14'}  CONFIDENCE: 1.0
IF set: {'38', '60', '86', '23', '36', '14', '92'}  THEN set: {'93'}  CONFIDENCE: 0.7142857142857143
IF set: {'93', '60', '86', '23', '36', '14', '92'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'60', '39', '23', '86', '36', '92'}  THEN set: {'93'}  CONFIDENCE: 0.7142857142857143
IF set: {'38', '60', '39', '23', '36', '92'}  THEN set: {'86', '93'}  CONFIDENCE: 0.6834532374100719
IF set: {'38', '93', '60', '39', '23', '36', '92'}  THEN set: {'86'}  CONFIDENCE: 0.9644670050761421
IF set: {'38', '60', '39', '23', '86', '36', '92'}  THEN set: {'93'}  CONFIDENCE: 0.7142857142857143
IF set: {'93', '60', '39', '23', '86', '36', '92'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'60', '39', '23', '36', '14', '92'}  THEN set: {'86', '93'}  CONFIDENCE: 0.6834532374100719
IF set: {'93', '60', '39', '23', '36', '14', '92'}  THEN set: {'86'}  CONFIDENCE: 0.9644670050761421
IF set: {'60', '39', '23', '86', '36', '14', '92'}  THEN set: {'93'}  CONFIDENCE: 0.7142857142857143
IF set: {'38', '60', '39', '23', '36', '14', '92'}  THEN set: {'86', '93'}  CONFIDENCE: 0.6834532374100719
IF set: {'38', '60', '92', '23', '36', '93', '86', '14'}  THEN set: {'39'}  CONFIDENCE: 1.0
IF set: {'38', '60', '39', '23', '36', '93', '86', '14'}  THEN set: {'92'}  CONFIDENCE: 0.926829268292683
IF set: {'38', '60', '92', '39', '23', '36', '93', '14'}  THEN set: {'86'}  CONFIDENCE: 0.9644670050761421
IF set: {'38', '60', '92', '39', '23', '36', '93', '86'}  THEN set: {'14'}  CONFIDENCE: 1.0
IF set: {'38', '60', '92', '39', '23', '36', '86', '14'}  THEN set: {'93'}  CONFIDENCE: 0.7142857142857143
IF set: {'60', '92', '39', '23', '36', '93', '86', '14'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'38', '60', '39', '23', '86', '36', '14'}  THEN set: {'93'}  CONFIDENCE: 0.6721311475409836
IF set: {'48', '59'}  THEN set: {'86', '38', '93'}  CONFIDENCE: 0.9770114942528736
IF set: {'48', '93', '59'}  THEN set: {'86', '38'}  CONFIDENCE: 0.9883720930232558
IF set: {'48', '38', '59'}  THEN set: {'86', '93'}  CONFIDENCE: 0.9826589595375722
IF set: {'48', '86', '59'}  THEN set: {'38', '93'}  CONFIDENCE: 1.0
IF set: {'48', '38', '93', '59'}  THEN set: {'86'}  CONFIDENCE: 0.9883720930232558
IF set: {'48', '86', '93', '59'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'48', '86', '38', '59'}  THEN set: {'93'}  CONFIDENCE: 1.0
IF set: {'48', '56'}  THEN set: {'92', '86', '38', '93'}  CONFIDENCE: 0.7245762711864406
IF set: {'48', '38', '56'}  THEN set: {'92', '86', '93'}  CONFIDENCE: 0.7307692307692307
IF set: {'48', '56', '93'}  THEN set: {'92', '86', '38'}  CONFIDENCE: 0.9884393063583815
IF set: {'48', '86', '56'}  THEN set: {'92', '38', '93'}  CONFIDENCE: 0.7370689655172413
IF set: {'92', '48', '56'}  THEN set: {'86', '38', '93'}  CONFIDENCE: 0.7990654205607477
IF set: {'48', '38', '56', '93'}  THEN set: {'92', '86'}  CONFIDENCE: 0.9941860465116279
IF set: {'48', '86', '38', '56'}  THEN set: {'92', '93'}  CONFIDENCE: 0.7434782608695653
IF set: {'92', '48', '38', '56'}  THEN set: {'86', '93'}  CONFIDENCE: 0.8028169014084507
IF set: {'48', '86', '56', '93'}  THEN set: {'92', '38'}  CONFIDENCE: 0.9941860465116279
IF set: {'92', '48', '56', '93'}  THEN set: {'86', '38'}  CONFIDENCE: 0.9884393063583815
IF set: {'92', '48', '86', '56'}  THEN set: {'38', '93'}  CONFIDENCE: 0.8066037735849056
IF set: {'48', '38', '56', '93', '86'}  THEN set: {'92'}  CONFIDENCE: 1.0
IF set: {'48', '38', '56', '93', '92'}  THEN set: {'86'}  CONFIDENCE: 0.9941860465116279
IF set: {'48', '38', '56', '92', '86'}  THEN set: {'93'}  CONFIDENCE: 0.8104265402843602
IF set: {'48', '56', '93', '92', '86'}  THEN set: {'38'}  CONFIDENCE: 0.9941860465116279
IF set: {'60', '48', '56'}  THEN set: {'86', '93'}  CONFIDENCE: 0.7533039647577092
IF set: {'60', '48', '56', '93'}  THEN set: {'86'}  CONFIDENCE: 0.9884393063583815
IF set: {'60', '48', '86', '56'}  THEN set: {'93'}  CONFIDENCE: 0.7668161434977578
IF set: {'48', '56', '14'}  THEN set: {'86', '38', '93'}  CONFIDENCE: 0.7489177489177489
IF set: {'48', '38', '56', '14'}  THEN set: {'86', '93'}  CONFIDENCE: 0.7521739130434782
IF set: {'93', '48', '56', '14'}  THEN set: {'86', '38'}  CONFIDENCE: 0.9829545454545454
IF set: {'48', '86', '56', '14'}  THEN set: {'38', '93'}  CONFIDENCE: 0.762114537444934
IF set: {'48', '38', '56', '93', '14'}  THEN set: {'86'}  CONFIDENCE: 0.9885714285714285
IF set: {'48', '38', '56', '86', '14'}  THEN set: {'93'}  CONFIDENCE: 0.7654867256637168
IF set: {'48', '56', '93', '86', '14'}  THEN set: {'38'}  CONFIDENCE: 0.9942528735632183
IF set: {'60', '48', '38', '56'}  THEN set: {'86', '93'}  CONFIDENCE: 0.7533039647577092
IF set: {'48', '38', '56', '93', '60'}  THEN set: {'86'}  CONFIDENCE: 0.9884393063583815
IF set: {'48', '38', '56', '60', '86'}  THEN set: {'93'}  CONFIDENCE: 0.7668161434977578
IF set: {'48', '56', '93', '60', '86'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'48', '60', '23', '36', '92'}  THEN set: {'86', '93'}  CONFIDENCE: 0.8333333333333334
IF set: {'48', '93', '60', '23', '36', '92'}  THEN set: {'86'}  CONFIDENCE: 0.9844559585492227
IF set: {'48', '60', '86', '23', '36', '92'}  THEN set: {'93'}  CONFIDENCE: 0.8558558558558559
IF set: {'48', '38', '60', '23', '36', '92'}  THEN set: {'86', '93'}  CONFIDENCE: 0.8333333333333334
IF set: {'48', '38', '93', '60', '23', '36', '92'}  THEN set: {'86'}  CONFIDENCE: 0.9844559585492227
IF set: {'48', '38', '60', '86', '23', '36', '92'}  THEN set: {'93'}  CONFIDENCE: 0.8558558558558559
IF set: {'48', '93', '60', '86', '23', '36', '92'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'48', '60', '23', '36', '14', '92'}  THEN set: {'86', '93'}  CONFIDENCE: 0.8333333333333334
IF set: {'48', '93', '60', '23', '36', '14', '92'}  THEN set: {'86'}  CONFIDENCE: 0.9844559585492227
IF set: {'48', '60', '86', '23', '36', '14', '92'}  THEN set: {'93'}  CONFIDENCE: 0.8558558558558559
IF set: {'48', '38', '60', '23', '36', '14'}  THEN set: {'92', '86', '93'}  CONFIDENCE: 0.7450980392156863
IF set: {'48', '38', '93', '60', '23', '36', '14'}  THEN set: {'92', '86'}  CONFIDENCE: 0.892018779342723
IF set: {'48', '38', '60', '86', '23', '36', '14'}  THEN set: {'92', '93'}  CONFIDENCE: 0.7883817427385892
IF set: {'48', '38', '60', '23', '36', '14', '92'}  THEN set: {'86', '93'}  CONFIDENCE: 0.8333333333333334
IF set: {'48', '38', '60', '86', '36', '14', '92'}  THEN set: {'23', '93'}  CONFIDENCE: 0.6761565836298933
IF set: {'38', '60', '23', '36', '48', '93', '86', '14'}  THEN set: {'92'}  CONFIDENCE: 0.926829268292683
IF set: {'38', '60', '92', '23', '36', '48', '93', '14'}  THEN set: {'86'}  CONFIDENCE: 0.9844559585492227
IF set: {'38', '60', '92', '23', '36', '48', '93', '86'}  THEN set: {'14'}  CONFIDENCE: 1.0
IF set: {'38', '60', '92', '23', '36', '48', '86', '14'}  THEN set: {'93'}  CONFIDENCE: 0.8558558558558559
IF set: {'60', '92', '23', '36', '48', '93', '86', '14'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'38', '60', '92', '36', '48', '93', '86', '14'}  THEN set: {'23'}  CONFIDENCE: 0.8225108225108225
IF set: {'48', '60', '39', '23', '36', '92'}  THEN set: {'86', '93'}  CONFIDENCE: 0.8333333333333334
IF set: {'48', '93', '60', '39', '23', '36', '92'}  THEN set: {'86'}  CONFIDENCE: 0.9844559585492227
IF set: {'48', '60', '39', '23', '86', '36', '92'}  THEN set: {'93'}  CONFIDENCE: 0.8558558558558559
IF set: {'48', '38', '60', '39', '23', '36'}  THEN set: {'92', '86', '93'}  CONFIDENCE: 0.7692307692307693
IF set: {'48', '38', '93', '60', '39', '23', '36'}  THEN set: {'92', '86'}  CONFIDENCE: 0.9134615384615384
IF set: {'48', '38', '60', '39', '23', '86', '36'}  THEN set: {'92', '93'}  CONFIDENCE: 0.7883817427385892
IF set: {'48', '38', '60', '39', '23', '36', '92'}  THEN set: {'86', '93'}  CONFIDENCE: 0.8333333333333334
IF set: {'38', '60', '39', '23', '36', '48', '93', '86'}  THEN set: {'92'}  CONFIDENCE: 0.926829268292683
IF set: {'38', '60', '92', '39', '23', '36', '48', '93'}  THEN set: {'86'}  CONFIDENCE: 0.9844559585492227
IF set: {'38', '60', '92', '39', '23', '36', '48', '86'}  THEN set: {'93'}  CONFIDENCE: 0.8558558558558559
IF set: {'60', '92', '39', '23', '36', '48', '93', '86'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'48', '60', '39', '23', '86', '36', '14'}  THEN set: {'92', '93'}  CONFIDENCE: 0.7883817427385892
IF set: {'48', '60', '39', '23', '36', '14', '92'}  THEN set: {'86', '93'}  CONFIDENCE: 0.8333333333333334
IF set: {'60', '39', '23', '36', '48', '93', '86', '14'}  THEN set: {'92'}  CONFIDENCE: 0.926829268292683
IF set: {'60', '92', '39', '23', '36', '48', '93', '14'}  THEN set: {'86'}  CONFIDENCE: 0.9844559585492227
IF set: {'60', '92', '39', '23', '36', '48', '86', '14'}  THEN set: {'93'}  CONFIDENCE: 0.8558558558558559
IF set: {'48', '38', '60', '39', '23', '36', '14'}  THEN set: {'92', '86', '93'}  CONFIDENCE: 0.7692307692307693
IF set: {'48', '38', '92', '39', '23', '36', '14'}  THEN set: {'60', '86', '93'}  CONFIDENCE: 0.7786885245901639
IF set: {'38', '60', '39', '23', '36', '48', '93', '14'}  THEN set: {'92', '86'}  CONFIDENCE: 0.9134615384615384
IF set: {'38', '92', '39', '23', '36', '48', '93', '14'}  THEN set: {'60', '86'}  CONFIDENCE: 0.9223300970873787
IF set: {'38', '60', '39', '23', '36', '48', '86', '14'}  THEN set: {'92', '93'}  CONFIDENCE: 0.7883817427385892
IF set: {'38', '60', '92', '39', '23', '36', '48', '14'}  THEN set: {'86', '93'}  CONFIDENCE: 0.8333333333333334
IF set: {'38', '92', '39', '23', '36', '48', '86', '14'}  THEN set: {'60', '93'}  CONFIDENCE: 0.7983193277310925
IF set: {'38', '60', '92', '39', '36', '48', '86', '14'}  THEN set: {'23', '93'}  CONFIDENCE: 0.6761565836298933
IF set: {'38', '60', '92', '23', '36', '48', '93', '86', '14'}  THEN set: {'39'}  CONFIDENCE: 1.0
IF set: {'38', '60', '39', '23', '36', '48', '93', '86', '14'}  THEN set: {'92'}  CONFIDENCE: 0.926829268292683
IF set: {'38', '60', '92', '39', '23', '36', '48', '93', '14'}  THEN set: {'86'}  CONFIDENCE: 0.9844559585492227
IF set: {'38', '60', '92', '39', '23', '36', '93', '86', '14'}  THEN set: {'48'}  CONFIDENCE: 1.0
IF set: {'38', '60', '92', '39', '23', '36', '48', '93', '86'}  THEN set: {'14'}  CONFIDENCE: 1.0
IF set: {'38', '92', '39', '23', '36', '48', '93', '86', '14'}  THEN set: {'60'}  CONFIDENCE: 0.9359605911330049
IF set: {'38', '60', '92', '39', '23', '36', '48', '86', '14'}  THEN set: {'93'}  CONFIDENCE: 0.8558558558558559
IF set: {'60', '92', '39', '23', '36', '48', '93', '86', '14'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'38', '60', '92', '39', '36', '48', '93', '86', '14'}  THEN set: {'23'}  CONFIDENCE: 0.8225108225108225
IF set: {'39', '56', '93'}  THEN set: {'48', '86', '38'}  CONFIDENCE: 0.9884393063583815
IF set: {'48', '39', '56'}  THEN set: {'86', '38', '93'}  CONFIDENCE: 0.7245762711864406
IF set: {'39', '38', '56', '93'}  THEN set: {'48', '86'}  CONFIDENCE: 0.9941860465116279
IF set: {'48', '39', '38', '56'}  THEN set: {'86', '93'}  CONFIDENCE: 0.7307692307692307
IF set: {'48', '39', '56', '93'}  THEN set: {'86', '38'}  CONFIDENCE: 0.9884393063583815
IF set: {'39', '86', '56', '93'}  THEN set: {'48', '38'}  CONFIDENCE: 0.9661016949152542
IF set: {'39', '48', '86', '56'}  THEN set: {'38', '93'}  CONFIDENCE: 0.7370689655172413
IF set: {'48', '38', '56', '93', '39'}  THEN set: {'86'}  CONFIDENCE: 0.9941860465116279
IF set: {'38', '56', '93', '39', '86'}  THEN set: {'48'}  CONFIDENCE: 0.9715909090909091
IF set: {'48', '38', '56', '39', '86'}  THEN set: {'93'}  CONFIDENCE: 0.7434782608695653
IF set: {'48', '56', '93', '39', '86'}  THEN set: {'38'}  CONFIDENCE: 0.9941860465116279
IF set: {'92', '39', '56', '93'}  THEN set: {'86', '38'}  CONFIDENCE: 0.9941520467836257
IF set: {'38', '56', '93', '92', '39'}  THEN set: {'86'}  CONFIDENCE: 1.0
IF set: {'56', '93', '92', '39', '86'}  THEN set: {'38'}  CONFIDENCE: 0.9941520467836257
IF set: {'60', '39', '56', '93'}  THEN set: {'86'}  CONFIDENCE: 0.9941520467836257
IF set: {'93', '39', '56', '14'}  THEN set: {'86', '38'}  CONFIDENCE: 0.9884393063583815
IF set: {'38', '56', '93', '39', '14'}  THEN set: {'86'}  CONFIDENCE: 0.9941860465116279
IF set: {'56', '93', '39', '86', '14'}  THEN set: {'38'}  CONFIDENCE: 0.9941860465116279
IF set: {'38', '56', '93', '60', '39'}  THEN set: {'86'}  CONFIDENCE: 0.9941520467836257
IF set: {'56', '93', '60', '39', '86'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'48', '41'}  THEN set: {'38', '93'}  CONFIDENCE: 0.8252427184466019
IF set: {'48', '41', '93'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'48', '38', '41'}  THEN set: {'93'}  CONFIDENCE: 0.8252427184466019
IF set: {'48', '58'}  THEN set: {'60', '93'}  CONFIDENCE: 0.845771144278607
IF set: {'60', '48', '58'}  THEN set: {'93'}  CONFIDENCE: 0.8542713567839196
IF set: {'48', '58', '93'}  THEN set: {'60'}  CONFIDENCE: 0.9941520467836257
IF set: {'48', '58', '38'}  THEN set: {'60', '93'}  CONFIDENCE: 0.845771144278607
IF set: {'48', '58', '38', '93'}  THEN set: {'60'}  CONFIDENCE: 0.9941520467836257
IF set: {'60', '48', '58', '93'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'60', '48', '58', '38'}  THEN set: {'93'}  CONFIDENCE: 0.8542713567839196
IF set: {'60', '48', '59'}  THEN set: {'93'}  CONFIDENCE: 0.9941520467836257
IF set: {'60', '48', '93', '59'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'60', '48', '38', '59'}  THEN set: {'93'}  CONFIDENCE: 0.9941520467836257
IF set: {'60', '48', '56', '14'}  THEN set: {'93'}  CONFIDENCE: 0.7623318385650224
IF set: {'58', '23', '93'}  THEN set: {'60', '41', '92'}  CONFIDENCE: 0.917098445595855
IF set: {'23', '41', '93'}  THEN set: {'60', '58', '92'}  CONFIDENCE: 0.885
IF set: {'58', '23', '41', '93'}  THEN set: {'60', '92'}  CONFIDENCE: 0.9414893617021277
IF set: {'60', '58', '23', '93'}  THEN set: {'92', '41'}  CONFIDENCE: 0.921875
IF set: {'92', '58', '23', '93'}  THEN set: {'60', '41'}  CONFIDENCE: 0.946524064171123
IF set: {'60', '23', '41', '93'}  THEN set: {'92', '58'}  CONFIDENCE: 0.9030612244897959
IF set: {'92', '23', '41', '93'}  THEN set: {'60', '58'}  CONFIDENCE: 0.917098445595855
IF set: {'58', '41', '93', '60', '23'}  THEN set: {'92'}  CONFIDENCE: 0.946524064171123
IF set: {'58', '41', '93', '92', '23'}  THEN set: {'60'}  CONFIDENCE: 0.9943820224719101
IF set: {'58', '93', '60', '23', '92'}  THEN set: {'41'}  CONFIDENCE: 0.9516129032258065
IF set: {'41', '93', '60', '23', '92'}  THEN set: {'58'}  CONFIDENCE: 0.9315789473684211
IF set: {'58', '23', '56', '93'}  THEN set: {'60', '41', '92'}  CONFIDENCE: 0.9516129032258065
IF set: {'41', '23', '56', '93'}  THEN set: {'60', '58', '92'}  CONFIDENCE: 0.9267015706806283
IF set: {'60', '23', '56', '93'}  THEN set: {'92', '58', '41'}  CONFIDENCE: 0.8894472361809045
IF set: {'92', '23', '56', '93'}  THEN set: {'60', '58', '41'}  CONFIDENCE: 0.855072463768116
IF set: {'58', '41', '56', '93', '23'}  THEN set: {'60', '92'}  CONFIDENCE: 0.9619565217391305
IF set: {'58', '56', '93', '60', '23'}  THEN set: {'92', '41'}  CONFIDENCE: 0.9567567567567568
IF set: {'58', '56', '93', '92', '23'}  THEN set: {'60', '41'}  CONFIDENCE: 0.9833333333333333
IF set: {'41', '56', '93', '60', '23'}  THEN set: {'92', '58'}  CONFIDENCE: 0.9365079365079365
IF set: {'41', '56', '93', '92', '23'}  THEN set: {'60', '58'}  CONFIDENCE: 0.9567567567567568
IF set: {'56', '93', '60', '23', '92'}  THEN set: {'58', '41'}  CONFIDENCE: 0.8894472361809045
IF set: {'58', '41', '93', '60', '23', '92'}  THEN set: {'56'}  CONFIDENCE: 1.0
IF set: {'58', '41', '56', '93', '60', '23'}  THEN set: {'92'}  CONFIDENCE: 0.9672131147540983
IF set: {'58', '41', '56', '93', '92', '23'}  THEN set: {'60'}  CONFIDENCE: 0.9943820224719101
IF set: {'58', '56', '93', '60', '23', '92'}  THEN set: {'41'}  CONFIDENCE: 0.9888268156424581
IF set: {'41', '56', '93', '60', '23', '92'}  THEN set: {'58'}  CONFIDENCE: 0.9672131147540983
IF set: {'23', '93', '59'}  THEN set: {'60', '58', '41', '92'}  CONFIDENCE: 0.8634146341463415
IF set: {'58', '23', '93', '59'}  THEN set: {'60', '41', '92'}  CONFIDENCE: 0.917098445595855
IF set: {'23', '41', '93', '59'}  THEN set: {'60', '58', '92'}  CONFIDENCE: 0.8894472361809045
IF set: {'60', '23', '93', '59'}  THEN set: {'92', '58', '41'}  CONFIDENCE: 0.8762376237623762
IF set: {'92', '23', '93', '59'}  THEN set: {'60', '58', '41'}  CONFIDENCE: 0.8894472361809045
IF set: {'58', '41', '93', '23', '59'}  THEN set: {'60', '92'}  CONFIDENCE: 0.9414893617021277
IF set: {'58', '93', '60', '23', '59'}  THEN set: {'92', '41'}  CONFIDENCE: 0.921875
IF set: {'58', '93', '92', '23', '59'}  THEN set: {'60', '41'}  CONFIDENCE: 0.946524064171123
IF set: {'41', '93', '60', '23', '59'}  THEN set: {'92', '58'}  CONFIDENCE: 0.9030612244897959
IF set: {'41', '93', '92', '23', '59'}  THEN set: {'60', '58'}  CONFIDENCE: 0.917098445595855
IF set: {'93', '60', '23', '59', '92'}  THEN set: {'58', '41'}  CONFIDENCE: 0.9030612244897959
IF set: {'58', '41', '93', '60', '23', '59'}  THEN set: {'92'}  CONFIDENCE: 0.946524064171123
IF set: {'58', '41', '93', '92', '23', '59'}  THEN set: {'60'}  CONFIDENCE: 0.9943820224719101
IF set: {'58', '93', '60', '23', '59', '92'}  THEN set: {'41'}  CONFIDENCE: 0.9516129032258065
IF set: {'41', '93', '60', '23', '59', '92'}  THEN set: {'58'}  CONFIDENCE: 0.9315789473684211
