,comp4500_comp7500,engg7302,coms4507_coms7507,metr4202_metr7202,infs3200_infs7907,elec4400_elec7402,csse4011_csse7411,deco4500_deco7450,elec7901,coms7305,coms7307,csse7023,comp3506_comp7505,coms7308,comp3702_comp7702,elec2004,elec7902,coms4105_coms7410,comp7402_comp4403,coms3200_coms7201,coms4200_coms7200,comp7840_comp7860_comp7880,comp6803_comp7801_comp7861_comp7881,comp6804_comp7802_comp7862_comp7882,csse2310_csse7231,csse7610,infs4203_infs7203,deco1800_deco7180,deco2800_deco7280,deco3801_deco7381,deco3800_deco7380,deco6801_deco6802,deco1100_deco7110,deco2300_deco7230,elec4620_elec7462,csse4010_csse7410,csse4004_csse7014,elec3300_elec7302,elec7310,elec2003,elec3400_elec7401,csse3010_csse7301,engg1200,engg7830_metr7830,engg7802_engg7802_engg7804,engg7806_engg7807_engg7808,engg7800,engg7820_metr7820,aero4200,elec3100_elec7101,deco2200,cosc7502_cosc3500,deco2500_deco7250,elec4630_elec7463,infs7410,coms3000_coms7003,infs7900,scie2100,csse2010_csse7201,metr4201_metr7200,engg1300,engg1100,infs1200,csse1001_csse7030,engg4000,deco1400_deco7140,comp4702_comp7703,deco7860_deco7861_deco7862,metr2800,metr4810,elec4403_elec7403,elec4601_elec7606,coms4104_coms7104,csse4603_csse7032,elec4320_elec7420,cosc2500,comp3301_comp7308,coms4103_coms7400,deco3850_deco7385,elec7309,elec4302_elec7311,elec4300_elec7303,csse2002,engg4800,coms7310,infs2200_infs7903,elec7313,engg7811,metr3100,infs3204_infs7204,elec3004_elec7312,deco7350_deco3500,infs4205_infs7205,csse3006_csse7306,engg7000,engg4020_engg7020,engg2800,engg4810,csse3002_csse7001,infs1300_infs7130,scie1000,engg4805,engg4801,engg4802,metr4900_metr4901,elec7051,cosc3000,infs3202_infs7202
s0001273,,,,,,5,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,2,,5,6,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,5,,6,,,,,,6,6,,,,,,,,,,,,,,,4,,,,,,7,,,,,
s0001274,,,,,,,,6,,,,,4,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,7,5,,,5,,,,,,,5,,,,,,,,,5,,,,,,,,,,,,,,6,,5,,,,5,,,,,6
s0001275,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,5,6,,,,,,,,,,,,,,,,,7,,6,,,,,,,,2,5,3,2,,5,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,6,,,,,,,,5
s0001276,,,,5,,,,,,,,,5,,,4,,,,5,,,,,,,,,,,,,,,,,,,,6,7,,,,,,,,,,,,,,,,,,,,,,6,5,,,,,,,,,,,,,,,,,,,7,,,,,,,,5,,,,,,4,,,,,,6,,,,,7
s0001277,,,,6,,4,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,6,,6,4,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,5,6,,,,,,,,,,,,,,5,,,,,,6,,,,,
s0001278,,,,,,,,,,,,,4,,,,,,,,,,,,,,,6,6,,,,5,,,,,,,,,,,,,,,,,,,,5,,,,,,5,,,,6,5,,6,,,,,,,,,,,,,,,,,6,,,,,,,,,7,,7,,,,,,6,,,,,,,,
s0001279,,,,,,,,,,,,,,,,5,,,,,,,,,4,,,,,,,,,,,,,6,,7,5,5,5,,,,,,,,,,,,,,,,6,,6,6,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,5,,,,,,,,,,,
s0001280,,6,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,4,,,,,4,,,,,4,,,,,,,,,4,,,,,,,,,,,,,4,,,,,4,,3,,4,,,,,,,4,,,,,,,,,,,,,5,,,,,,,,5,,,,
s0001281,,,,,,4,,,,,,,,,,4,,,,5,,,,,,,,,,,,,,,,,,4,,5,4,,,,,,,,,4,,,,,,,,,,,,,5,,,,,,,,,,4,,,,,,,,,6,,5,,,,,,,,,,,,,5,,,,,,5,,,,,
s0001282,,,,,,,,,,,,,,,,6,,,,,,,,,5,,,,,,,,,,,,,,,6,5,5,6,,,,,,,,,,,,,,,,7,,6,7,,6,,,7,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,5,,,,,,,,,,,
s0001283,,,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,7,,,,,,,,,,4,,,,,,,4,,,6,,,,3,,,,,,,,,6,,5,,,,,,6,6
s0001284,4,,,,,,,,,,,,4,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,,4,,4,,,,,6,,,,,,,,,6,5,,,,,,,,,,,,,,,5,,,,,5,,,,
s0001285,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,7,,,6,,,,,,,,,,,,,,,,7,7,6,6,,6,,,,,7,7,,,,,,,,,,,,,7,,,,,,7,,7,,,,,,,,,,,,,,,,,
s0001286,,,,6,,4,,,,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,6,,,6,,,,,6,5,,,,,,5,,,,,,,,,,,,,5,,6,,,,,,,,,,,,,,,,,
s0001287,,,,,,,,,,,,,,,,5,,,,,,,,,2,,,,,,,,,,,,,,,4,4,,5,,,,,,,4,,,,4,,,,,4,,5,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,2,,,,,,,,,,,
s0001288,,,,,,,,,,,,,,,5,,,,,7,,,,,5,,,,,7,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,6,5,,,,6,,,7,,,,,,,,,,,6,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,7
s0001289,,,,,6,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,4,,5,4,,6,5,,,5,5,,,,,,,,4
s0001290,,,,,,,,,,,,,4,,,,,,,,,,,,,,,6,,,7,,6,,,,,,,,,,,,,,,,,,,,,,,,,,4,,5,6,6,4,,7,,,,,,,,,,6,,,,,,,4,,,,,,,,,,,,,,,,6,,,,,,,,,
s0001291,,,,,4,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,,6,,,,,,,,,,,,,,,,,,,,5,,,,,,5,,,,4,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,4
s0001292,,,,4,,,,,,,,,5,,,5,,,,,,,,,,,,,,,,,,,,,,3,,4,4,,,,,,,,,,,,,,,,,,,,,,6,6,6,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,5,,,,,,5,,,,,
s0001293,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,4,3,,6,,,,,,,5,,,,,,,,,5,3,7,6,,6,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,,,,,,4,,,,,,,,,,,
s0001294,,,,,,,5,,,,,,5,,,,,,,,,,,,4,,,,6,,,,,,,5,,,,2,4,5,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,2,,,,,,4,5,,,,,,,,,,
s0001295,,,,6,,5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,4,,4,4,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,,,,,4,,,,,,4,5,,,,,,,,,,,,,,,4,,,,,,,6,,,,
s0001296,,,,,7,,,,,,,,5,,,,,,,,,,,,5,,,,,7,6,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,7,5,,7,,,,,,,,,,,,,,,,,7,,,6,,,,,,6,,,,,,,,,,,,,,,,6
s0001297,,,,,5,,,,,,,,,,,,,,,,,,,,,,,5,5,7,6,,4,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,5,5,,7,,,,,,,,,,,,,,,,,,,,3,,,,6,,,,,,,,,,,,,,,,,,6
s0001298,4,,,,,,,,,,,,6,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,6,,,,,,,,,,,,6,,,,,,6,,,,,,,,,,,,,6,4,,5,,,,6,,,,,7
s0001299,,,,,,,,,,,,,,,,5,,,,,,,,,2,,,,,,,,,,,,,5,,5,4,,5,,,,,,,,,,,,,,,,4,,6,5,,4,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,,,5,,,,,,,,,,,
s0001300,,,,6,,,,,,,,,5,,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,6,,,,4,,,,,,,,,,,,,,3,5,,5,,,3,,,,,,,,,,,,,,,,6,,,
s0001301,,,,,,,,,,,,,,,,7,,,,,,,,,7,,,,,,,,,,,,,7,,7,7,7,7,,,,,,,,,,,,,,,,7,,7,6,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,7,,,,,,,,,,,
s0001302,,,,,3,,,,,,,,,,,,,,,,,,,,,,,5,4,6,6,,5,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,1,2,,,,,,,,,,,,,,,,,,,,,,5,,,,4,,,,,,,,,,,,,,,,,,5
s0001303,,,6,,,,,,,,,,,,,4,,,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,5,,,,,,,,,,,,,,4,,,,,,5,,,7,,,,6,,,,,,,5,,,,,,,5,,,,7
s0001304,,,,,,,,,,,,5,4,,,,,,,6,,,,,6,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,6,,7,5,7,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,5,,,,,,,,
s0001305,,,,7,,,,,,,,,6,,5,5,,,,,,,,,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,7,6,,,,6,,,,,,,,,,,,,,6,,,,,,3,,,,,,,,,,,,4,,,,6,,,
s0001306,,,,,,,,,,,,,,,,5,,,,,,,,,4,,,,,,,,,,,,,4,,4,,,,,,,,,,3,,,,,,,,,,,,,,4,,,,,,,,,7,,,6,,5,,,,6,,,,,,,,,,,,,,,4,5,,,,,6,,,,,
s0001307,,,,6,,5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,4,,5,5,,,,,,,,,5,,,,,,,,,,,,,,7,,,5,,,,,,,,,,,,,,,6,5,,,,,,,,,,,,,,7,,,,,,5,,,,,
s0001308,,,,5,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,3,3,,5,,,,,,,,,,,,,,,,3,4,4,5,,4,,,,,4,,,,,,,,,,,,,,,,,,,,2,,4,,,,,,,,,,,,,,,,,
s0001309,,,,7,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,4,,,,,6,4,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,5,,,,,,,,,,,,,,5,,,,,,5,,4,,,,,,,,,,,,,,6,,,
s0001310,,,,,,,,,,,,,,,,6,,,,4,,,,,4,,,,,,,,,,,,,,,7,,4,5,,,,,,,,,,,,,,,,5,,6,6,,6,,,,,,,,,,,,,,,,,,,5,,,,,,,,4,,,,,,4,,,,,,,,,,,
s0001311,,,,,,,,,,,,,4,,,,,,,,,,,,4,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,4,5,,,,,,,,,,,,,,,,,,,2,,,3,,,,4,,6,,,,,,,7,,,,,,,,,4
s0001312,,,,,,,,,,,,,5,,,,,,,6,,,,,2,,,6,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,6,6,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,5,,,,,,,,,6
s0001313,,,,,6,,,,,,,,6,,,,,,4,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,5,6,,,,5,,,,,,,,,,,,,,,,,,,,6,,,7,,,,,,,,7,,,,,,,,,,,,,6,
s0001314,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,5,,5,5,5,6,,,,,,,,,,,,,,,,6,,5,7,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,5,6,,,,,,,,,,
s0001315,,,,,5,,,,,,,,4,,,,,,5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,4,,,,6,6,,,,,,,,,,,,4,,,,,,,6,,,6,,,,,,,,,,,,,,,5,,,,,,,6
s0001316,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,6,,,,,,,,,,6,,,,,,6,,7,6,7,6,,,5,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,5,,6,,,,,,,,,
s0001317,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,4,,4,5,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,5,,,,,,,,6,5,,4,,,,,,,,,,,,,4,,,,,,6,,,,,
s0001318,,,,,,,,,,,,,,,,7,,,,,,,,,5,,,,,,,,,,,,,6,,7,7,7,6,,,,,,,,,,,,,,,,7,,7,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,6,,,,,,,,,,,
s0001319,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,6,,,,,,,,,,7,,,,,,,,,,7,,,,,,7,,7,6,7,6,,7,,,,,,,,7,,,,,,,,,7,,,,,,,,,,,,,,4,,,,,,,,,,,
s0001320,4,,,,,,,6,,,,,5,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,,,5,,,,,,,,,,,,,,,,5,6,,7,,,,,,,,,,,2,,6,,,,,6,,,,
s0001321,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,4,,,6,,5,5,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,5,4,,,,,,,,,,,6,,,,,,,6,,,,,,7,,,,,,,4,,,,
s0001322,,,,,,,,,,,,,2,,,4,,,,4,5,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,3,,,,,,4,,,,,,,6,5,,,,,,,,,,5,,,3,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,
s0001323,,,,7,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,6,,,5,,,6,,,,,,,,,7,,,,6,,,,,,,,,,,,,,,,,5,7,,,,,,,,,,,,,,,,,,,5,,,,,,,5,,,,,7,,,,,
s0001324,2,,5,,,,,,,,,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,6,6,,,4,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,6,,5,,,,,2,,,,6
s0001325,4,,,,,,,,,,,,6,,6,5,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,6,,,,5,,6,,,,,,,,,,,,,,,,,6,,,4,,,,,,,,,,7,,,,5,,6,,,
s0001326,,,,,,,,,,,,,,,,6,,,,,,,,,5,,,,,,,,,,,,,6,,4,6,5,5,,,,,,,,,,,,,,,,5,,6,5,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,4,,,,,,,,,,,
s0001327,,,,,6,,,,,,,,6,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,7,7,,,,,,,,,,,,,6,,,,,,6,,,7,,,,6,,,,,,,,,6,,,,,,,,,7
s0001328,,,,7,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,,,,,3,,,,5,,,,,5,4,,,,,,,,,,,,,2,,,,,,4,,4,,,,,,,,,,3,,,,,,,
s0001329,,,,,,,,,,,,,,,,4,,,,,,,,,2,,,,,,,,,,,,,2,,4,2,,4,,,,,,,1,,,,,,,,,4,,5,5,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
s0001330,,,,,2,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,4,6,,,,,,,,,,,,,,,,,4,,3,,,,,,2,,,,,4,,5,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,,,,,,4
s0001331,,5,,,,,,,5,4,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,4,,,2,,,,,5,,,,,,,4,,,,6,,,,5,5,,,,,,,,,,,,
s0001332,,,,,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,4,,6,6,,,,,,,,,,,,,,,,,,,,,,5,7,6,,,,,,,,,,,,,,,,7,4,6,,,,,,,,,,,,,,5,,,,,,5,,,,,
s0001333,,,,,,7,,,,,,,,,,6,,,,,,,,,6,,,,,,,,,,,,,5,,7,7,7,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,,,,,,,6,,,,,,7,,,,,,7,,,,,
s0001334,,,,,,6,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,5,,5,6,4,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,4,5,,,,,,,,7,,,,,,4,,,,,,,7,,,,
s0001335,,,,6,,,,,,,,,,,4,2,,,,,,,,,3,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,2,,,,,,,,,,4,5,,,,4,,,,,,,,,,,,,,2,,,,,,3,,3,,,,,,,,,,,,,,,,,
s0001336,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,6,,,,,,,,,,6,,,,,,5,,6,5,5,6,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,7,6,,,,,,,,,
s0001337,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,7,7,,5,,,,,,,,,,,,,,,,6,7,7,5,,5,,,,,7,7,,,,,,,,,,,,,,,,,,,7,,7,,,,,,,,,,,,,,,,,
s0001338,,,,,,,,,,,,,,,,5,,,,,,,,,5,,,,,,,,,,,,,6,,4,6,4,6,,,,,,,6,,,,,,,,,5,,5,7,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
s0001339,,,,,,,,,,,,,6,,6,4,,,,6,6,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,,,,,,,,,,,,,6,,,,,,6,,,,,,,,,,,,,,5,,,,,,6,,,,,7
s0001340,,,,,7,,,,,,,,,,,,,,,,,,,,,,,5,,5,6,,,6,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,4,,,7,,,,5,,7,,,,,,,,,,,,,,,,6
s0001341,,,,,,,,,,,,,7,,,,,,6,7,,,,,,,,6,7,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,7,6,,7,,,,,,,,,,,,,,,,,6,,,,,,,,,,,7,,,,,,,7,,,,,,,
s0001342,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,,6,,5,6,,,,,,,,,,,,,,,,,6,,4,,,,,,,,,,4,,,5,,,,,,,,,,,,,6,,,,4,,,,,,,,,,,,,,,,,4,,,,,,,,4
s0001343,,,,,,6,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,6,,5,7,,,,,,,,,7,,,,,,,,,,,,,7,6,6,,,,,,,,,,,,,,,,,6,7,,,,,,,,,,,,,,7,,,,,,6,,,,,
s0001344,,,,4,,4,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,4,,4,5,,,,,,,,,2,,,,,,,,,,,,,,5,,,,,5,,,,,,5,,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,6,,,,
s0001345,,6,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,5,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,7,4,5,,,,,5,,,,,,,,,5,6,,,,,,,6,,,,
s0001346,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,6,,,,,,5,,,,7,5,,,,,,,,,,,,,,,,,,,5,,,7,,,,,,,,,,,,,7,7,5,,,,,,,6
s0001347,,,,6,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,4,2,,6,,,,,,,,,,,,,,,,4,3,,5,,4,,,,,6,2,,,,,,,,,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,,
s0001348,,,,,,,,,,,,,4,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,6,,,,,5,5,,,6,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,7,,,,,7,,,7,6
s0001349,,,,,,,,,,,,,,,,5,,,,,,,,,2,,,,,,,,,,,,,5,,,4,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,,,6,,5,,,6,,,4,4,,,,,,,,,5,,,,,,4,,,,,,,,,,,
s0001350,,,,,,,,,,,,,,,,5,,,,,,,,,4,,,,,,,,,,,,,5,,6,4,,6,,,,,,,,,,5,,,,,,6,,6,5,6,6,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
s0001351,5,,6,,,,,,,,,,,,,,,,7,,7,,5,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,7,,,5,,,,,,,,,6,,,,,,,4,,,,,,,,,,,,,,,,,,6,,,,,,6,
s0001352,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,7,,,6,,,,,,,,,,,,,,,,6,7,5,5,,6,,,,,6,,,,,,,,,,,,,,6,,,,,,7,,7,,,,,,,,,,6,,,,,,,
s0001353,,,,5,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,4,,4,5,,,,,,,,,4,,,,,,,,,,,,,,6,,,,,,,,,6,,6,,,,,,,5,7,,,,,,,,,,,,,,5,,,,,,6,,,,,
s0001354,,,,7,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,6,,6,6,,,,,,,,,,,,,,,,,,,,,,,6,,,,,6,7,,,,,,,,,,,,,4,,,,,,6,,7,,,,,,,,,,,,,,7,,,
s0001355,,,,,,3,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,4,,,6,,4,3,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,5,,,,,,2,,,,,,,,,4,,,,,,2,3,,,,,,,,,,
s0001356,,,,,,,,,,,,,,,,4,,,,,,,,,3,,,,,,,,,,,,,5,,5,5,,7,,,,,,,5,,,,,,,,,4,,7,6,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,4,,,,,,,,,,,
s0001357,,,,5,,5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,4,,5,4,,,,,,,,,2,,,,,,,,,,,,,,6,5,,,,,,,,,,,,,,,,,2,,6,,,,,,,,,,,,,5,,,,,,6,,,,,
s0001358,,,,,,,,,,,,,,,,5,,,,,,,,,5,,,,,,,,,,,,,5,,5,6,6,6,,,,,,,,,,,,,,,,6,,6,5,,6,,,,,,,,,,,,,,,,,,,6,,,,,,,,5,,,,,,,,,,,,,,,,,
s0001359,,,,,,6,,,,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,3,,6,6,,,,,,,,,4,,,,,,,,,,,,,4,,,,,,,,,,6,,,,,,,,,,5,6,,,,,,,,,,,,,5,,,,,,6,,,,,
s0001360,,,,7,,,,,,,,,5,,,6,,,,,,,,,,,,,,,,,,,5,,,7,,7,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,4,6,,,,,,,,,,,,,7,,,,,,5,,6,,,,,,,,,,,,,,5,,,
s0001361,,,,,,,,,,,,,,,,7,,,,,,,,,5,,,,,,,,,,,,,6,,7,7,6,6,,,,,,,,,,,,,,,,6,,7,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,5,,,,,,,,,,,
s0001362,,,,,,,,,,,,,,,,,,,,,,,,,6,,,4,2,,,,5,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,1,,4,5,,5,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,4,,,,,,,,
s0001363,,,,6,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,5,,,,,,,,,,,,,,5,6,,,,,,,,6,,,,,,,,,,5,,,,,,,,,,,,,6,6,,,,,,7,,,,,
s0001364,,,,,,4,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,5,,6,6,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,5,,4,,,,,,2,4,,,,,,,,,5,,,,,,4,4,,,,,,,,,,
s0001365,4,,,,,,,,,,,,,,5,,,,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,6,,,,,,,4,5,6,,,,5,,,,,
s0001366,,4,,,,4,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,6,,,,,,,3,,,,6,,,,3,4,,,,,,,,,,,,
s0001367,,,,,,6,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,4,,,,,,,,,,,,,,5,6,,,,,,,,6,,6,,,,,,7,6,,,,,,,,,,,,,,,6,,,,,,6,,,,,
s0001368,,,,4,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,6,,5,5,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,7,,5,,,4,,,,6,,,,,,,,,,,,,,,6,,,,,,6,,,,,
s0001369,,,,6,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,6,,6,5,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,,6,,,,,,4,,,,5,,,,,,,,,,,,,,,6,,,,,,5,,,,,
s0001370,,,,5,,6,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,4,,,5,,,,,,,,,4,,,,,,,,,,,,,3,5,5,,,,,,,,,,7,,,,,,,5,,,,,,,,,,,,,,,7,,,,,,,6,,,,
s0001371,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,,7,5,,,,,,,,,,,,,,,,,1,,4,,,,,,1,,,,5,4,,6,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,7,,,,,,,,1
s0001372,,,,7,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,6,,5,4,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,4,4,6,,,,,,,,,,,,,4,,,,,,,7,,,,
s0001373,,,,,,4,,,,,,,,,,4,,4,,,,,,,4,,,,,,,,,,,,,4,,4,4,,,,,,,,,2,,,,,,,,,,,,,,4,,,,,,,,,,,4,,,,,,,,,,,,,,,,4,,,,,,5,,,,,,7,,,,,
s0001374,,,,,,,,,,,,,,,,5,,,,,,,,,4,,,,,,,,,,5,,,6,,7,5,5,,,,,,,,5,,,,,,,,,5,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,4,7,,,,,,,,,,
s0001375,,,,,,,,,,,,,4,,5,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,,,4,,,,,,,,,,6,,,,,,4,6,,4,,,,,,,,,,,6,,5,,,,7,,,,,
